School Year,ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Principal Name,Principal Title,Principal Email,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Superintendent,Superintendent Location Code,Superintendent Email,Community School Sup Name,Community School Sup Email,BFSC Location Code,BFSC Director Name,BFSC Director Title,BFSC Director Phone,BFSC Director Email,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent,HighSchool Network Superintendent Email,PROSE SCHOOL,X Coordinate,Y Coordinate,Latitude,Longitude
2015-16,18K235,K235,P.S. 235 Lenox School,331800010235,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",01/01/11140,Open,K235,525 LENOX ROAD,BROOKLYN,NY,11203,Laurence Lord,PRINCIPAL,LLord@schools.nyc.gov,718-773-4869,718-773-0048,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",K818,BWilkin@schools.nyc.gov,"WILKINS, BEVERLY",BWilkin@schools.nyc.gov,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1000642,178039,40.655337,-73.940922
2015-16,18K244,K244,P.S. 244 Richard R. Green,331800010244,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/14427,Open,K244,5404 TILDEN AVENUE,BROOKLYN,NY,11203,Deon Edwards,PRINCIPAL,DEdwards@schools.nyc.gov,718-346-6240,718-345-3083,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",K818,BWilkin@schools.nyc.gov,"WILKINS, BEVERLY",BWilkin@schools.nyc.gov,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1004898,175315,40.647851,-73.925592
2015-16,18K268,K268,P.S. 268 Emma Lazarus,331800010268,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/19541,Open,K268,133 EAST 53 STREET,BROOKLYN,NY,11203,Sylvia Fairclough,I.A. PRINCIPAL,SFaircl2@schools.nyc.gov,718-773-5332,718-493-7448,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",K818,BWilkin@schools.nyc.gov,"WILKINS, BEVERLY",BWilkin@schools.nyc.gov,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1004349,178801,40.657421,-73.92756
2015-16,18K272,K272,P.S. 272 Curtis Estabrook,331800010272,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/21002,Open,K272,101-24 SEAVIEW AVENUE,BROOKLYN,NY,11236,DAKOTA KEYES,PRINCIPAL,DKeyes@schools.nyc.gov,718-241-1300,718-241-5549,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",K818,BWilkin@schools.nyc.gov,"WILKINS, BEVERLY",BWilkin@schools.nyc.gov,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1015787,170842,40.635542,-73.886373
2015-16,18K276,K276,P.S. 276 Louis Marshall,331800010276,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/23559,Open,K276,1070 EAST 83 STREET,BROOKLYN,NY,11236,Yasmine Fidelia,PRINCIPAL,YFideli@schools.nyc.gov,718-241-5757,718-241-5560,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",K818,BWilkin@schools.nyc.gov,"WILKINS, BEVERLY",BWilkin@schools.nyc.gov,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1009664,170275,40.634005,-73.908436
2015-16,18K279,K279,P.S. 279 Herman Schreiber,331800010279,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/21732,Open,K279,1070 EAST 104 STREET,BROOKLYN,NY,11236,LORENZO CHAMBERS,PRINCIPAL,LChambers@schools.nyc.gov,718-444-4316,718-241-5581,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",K818,BWilkin@schools.nyc.gov,"WILKINS, BEVERLY",BWilkin@schools.nyc.gov,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1014000,173970,40.644134,-73.892797
2015-16,18K285,K285,I.S. 285 Meyer Levin,331800010285,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/19906,Open,K285,5909 BEVERLY ROAD,BROOKLYN,NY,11203,FREDERICK UNDERWOOD,PRINCIPAL,FUnderw2@schools.nyc.gov,718-451-2200,718-228-4118,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",K818,BWilkin@schools.nyc.gov,"WILKINS, BEVERLY",BWilkin@schools.nyc.gov,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1006232,175304,40.647818,-73.920784
2015-16,18K366,K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,331800010366,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/39995,Open,K366,965 EAST 107TH STREET,BROOKLYN,NY,11236,DENNIS HERRING JR,PRINCIPAL,DHerrin@schools.nyc.gov,718-688-6400,718-688-6401,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",K818,BWilkin@schools.nyc.gov,"WILKINS, BEVERLY",BWilkin@schools.nyc.gov,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1014291,175159,40.647396,-73.891743
2015-16,18K563,K563,It Takes a Village Academy,331800011563,DOE,General Academic,High school,"09,10,11,12,SE","06,07,08,09,10,11,12",01/01/39264,Open,K415,5800 TILDEN AVENUE,BROOKLYN,NY,11203,M VINITSKAYA,PRINCIPAL,MVinits@schools.nyc.gov,718-629-2307,718-629-6162,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"PRAYOR, MICHAEL",HS06,mprayor@schools.nyc.gov,,,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1005836,175271,40.647728,-73.922212
2015-16,18K566,K566,Brooklyn Generation School,331800011566,DOE,General Academic,High school,"09,10,11,12,SE","06,07,08,09,10,11,12",01/01/39264,Open,K515,6565 FLATLANDS AVENUE,BROOKLYN,NY,11236,Lydia Colon Bomani,PRINCIPAL,LColonB@schools.nyc.gov,718-968-4200,718-444-5419,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"PRAYOR, MICHAEL",HS06,mprayor@schools.nyc.gov,,,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1007307,170435,40.634451,-73.916927
2015-16,18K567,K567,Brooklyn Theatre Arts High School,331800011567,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/39264,Open,K515,6565 FLATLANDS AVENUE,BROOKLYN,NY,11236,DAVID WARD,PRINCIPAL,DWard5@schools.nyc.gov,718-968-1072,718-968-1065,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"ROBINSON, LASHAWN",HS10,LRobinson5@schools.nyc.gov,,,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1007307,170435,40.634451,-73.916927
2015-16,18K569,K569,Kurt Hahn Expeditionary Learning School,331800011569,DOE,General Academic,High school,"09,10,11,12,SE","06,07,08,09,10,11,12",01/01/39264,Open,K415,5800 TILDEN AVENUE,BROOKLYN,NY,11203,Veronica Coleman Xavier,I.A. PRINCIPAL,VColeman3@schools.nyc.gov,718-629-1204,718-629-1076,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"PELLES, KATHY",HS12,KPelles@schools.nyc.gov,,,AFSA,"ANORMALIZA, ALEXANDRA",BFSC Director,718-935-5618,AAnorma@schools.nyc.gov,,,,,Y,1005836,175271,40.647728,-73.922212
2015-16,18K576,K576,Victory Collegiate High School,331800011576,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/39264,Open,K515,6565 FLATLANDS AVENUE,BROOKLYN,NY,11236,MARCEL DEANS,PRINCIPAL,MDeans@schools.nyc.gov,718-968-1530,718-968-1526,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"PRAYOR, MICHAEL",HS06,mprayor@schools.nyc.gov,,,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1007307,170435,40.634451,-73.916927
2015-16,18K578,K578,Brooklyn Bridge Academy,331800011578,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",01/01/39264,Open,K515,6565 FLATLANDS AVENUE,BROOKLYN,NY,11236,Max Jean Paul,PRINCIPAL,MJeanPa@schools.nyc.gov,718-968-1689,718-968-1678,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"CONYERS, DONALD",HS07,DConyer@schools.nyc.gov,,,AFSA,"ANORMALIZA, ALEXANDRA",BFSC Director,718-935-5618,AAnorma@schools.nyc.gov,,,,,N,1007307,170435,40.634451,-73.916927
2015-16,18K581,K581,East Flatbush Community Research School,331800010581,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/39264,Open,K232,905 WINTHROP STREET,BROOKLYN,NY,11203,Daveida Daniel,PRINCIPAL,DDaniel6@schools.nyc.gov,718-773-3059,718-773-3827,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",K818,BWilkin@schools.nyc.gov,"WILKINS, BEVERLY",BWilkin@schools.nyc.gov,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1004020,179408,40.659088,-73.928744
2015-16,18K588,K588,Middle School for Art and Philosophy,331800010588,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/39264,Open,K252,1084 LENOX ROAD,BROOKLYN,NY,11212,NEIL MCNEILL JR,PRINCIPAL,NMcNeil@schools.nyc.gov,718-342-7563,718-342-8131,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",K818,BWilkin@schools.nyc.gov,"WILKINS, BEVERLY",BWilkin@schools.nyc.gov,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1006497,178909,40.657712,-73.919818
2015-16,18K589,K589,Arts & Media Preparatory Academy,331800011589,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/39264,Open,K232,905 WINTHROP STREET,BROOKLYN,NY,11203,Deborah Glauner,PRINCIPAL,DGlauner@schools.nyc.gov,718-773-3908,718-773-7274,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"PRAYOR, MICHAEL",HS06,mprayor@schools.nyc.gov,,,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1004020,179408,40.659088,-73.928744
2015-16,18K598,K598,Middle School of Marketing and Legal Studies,331800010598,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/39264,Open,K232,905 WINTHROP STREET,BROOKLYN,NY,11203,JAMEELA HORTON,PRINCIPAL,JHorton2@schools.nyc.gov,718-773-7343,718-773-7946,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",K818,BWilkin@schools.nyc.gov,"WILKINS, BEVERLY",BWilkin@schools.nyc.gov,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1004020,179408,40.659088,-73.928744
2015-16,18K617,K617,High School for Innovation in Advertising and Media,331800011617,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",01/01/39630,Open,K500,1600 ROCKAWAY PARKWAY,BROOKLYN,NY,11236,ADALEZA MICHELENA,PRINCIPAL,AMichelena@schools.nyc.gov,718-290-8760,718-290-8766,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"CONYERS, DONALD",HS07,DConyer@schools.nyc.gov,,,AFSA,"ANORMALIZA, ALEXANDRA",BFSC Director,718-935-5618,AAnorma@schools.nyc.gov,,,,,N,1012391,172660,40.640543,-73.898601
2015-16,18K629,K629,Cultural Academy for the Arts and Sciences,331800011629,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/39630,Open,K415,5800 TILDEN AVENUE,BROOKLYN,NY,11203,DIANE VARANO,PRINCIPAL,DVarano@schools.nyc.gov,718-968-6630,718-968-6635,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"PRAYOR, MICHAEL",HS06,mprayor@schools.nyc.gov,,,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,Y,1005836,175271,40.647728,-73.922212
2015-16,18K633,K633,High School for Medical Professions,331800011633,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/39630,Open,K500,1600 ROCKAWAY PARKWAY,BROOKLYN,NY,11236,Pauline Obrien,PRINCIPAL,PObrien7@schools.nyc.gov,718-290-8700,718-290-8705,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"ROBINSON, LASHAWN",HS10,LRobinson5@schools.nyc.gov,,,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1012391,172660,40.640543,-73.898601
2015-16,18K635,K635,Olympus Academy,331800011635,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",01/01/39630,Open,K242,755 EAST 100 STREET,BROOKLYN,NY,11236,P.J. Murray,PRINCIPAL,PMurray12@schools.nyc.gov,718-272-1926,718-272-5713,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"CONYERS, DONALD",HS07,DConyer@schools.nyc.gov,,,AFSA,"ANORMALIZA, ALEXANDRA",BFSC Director,718-935-5618,AAnorma@schools.nyc.gov,,,,,Y,1015744,176912,40.652203,-73.886499
2015-16,18K637,K637,Academy for Conservation and the Environment,331800011637,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/39630,Open,K515,6565 FLATLANDS AVENUE,BROOKLYN,NY,11236,Eugene Mazzola,PRINCIPAL,EMazzol@schools.nyc.gov,718-968-4101,718-968-4296,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"PRAYOR, MICHAEL",HS06,mprayor@schools.nyc.gov,,,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1007307,170435,40.634451,-73.916927
2015-16,18K642,K642,Urban Action Academy,331800011642,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/39630,Open,K500,1600 ROCKAWAY PARKWAY,BROOKLYN,NY,11236,Steve Dorcely,PRINCIPAL,SDorcel@schools.nyc.gov,718-290-8720,718-290-8721,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"PRAYOR, MICHAEL",HS06,mprayor@schools.nyc.gov,,,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1012391,172660,40.640543,-73.898601
2015-16,18K673,K673,East Brooklyn Community High School,331800011673,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",01/01/39995,Open,K860,9517 KINGS HIGHWAY,BROOKLYN,NY,11212,PATRICK MCGILLICUDDY,PRINCIPAL,PMcGill@schools.nyc.gov,718-927-6880,718-927-6885,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"CONYERS, DONALD",HS07,DConyer@schools.nyc.gov,,,AFSA,"ANORMALIZA, ALEXANDRA",BFSC Director,718-935-5618,AAnorma@schools.nyc.gov,,,,,Y,1006263,179711,40.659914,-73.920658
2015-16,18K763,K763,Brooklyn Science and Engineering Academy,331800010763,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/41821,Open,K244,5404 TILDEN AVENUE,BROOKLYN,NY,11203,ANGELA DEFILIPPIS,PRINCIPAL,ADefilippis@schools.nyc.gov,718-240-3790,718-240-3791,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",K818,BWilkin@schools.nyc.gov,"WILKINS, BEVERLY",BWilkin@schools.nyc.gov,KFSS,"WATSON-HARRIS, CHERYL",BFSC Director,718-759-3952,CherylWatson@schools.nyc.gov,,,,,N,1004898,175315,40.647851,-73.925592
2015-16,19K007,K007,P.S. 007 Abraham Lincoln,331900010007,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",01/01/36342,Open,K007,858 JAMAICA AVENUE,BROOKLYN,NY,11208,Carolyn Noel,PRINCIPAL,CNoel@schools.nyc.gov,718-647-3600,718-827-4004,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,"STALLINGS-HARTE, JOYCE",K819,JStalli@schools.nyc.gov,"STALLINGS-HARTE, JOYCE",JStalli@schools.nyc.gov,KFSN,"FITZGERALD, BERNADETTE",BFSC Director,718-935-3954,BFitzge2@schools.nyc.gov,,,,,N,1019475,190401,40.689213,-73.872983
2015-16,19K013,K013,P.S. 013 Roberto Clemente,331900010013,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/27576,Open,K013,557 PENNSYLVANIA AVENUE,BROOKLYN,NY,11207,Maxine Cameron,PRINCIPAL,MCameron2@schools.nyc.gov,718-498-3717,718-345-2396,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,"STALLINGS-HARTE, JOYCE",K819,JStalli@schools.nyc.gov,"STALLINGS-HARTE, JOYCE",JStalli@schools.nyc.gov,KFSN,"FITZGERALD, BERNADETTE",BFSC Director,718-935-3954,BFitzge2@schools.nyc.gov,,,,,N,1013844,181232,40.664067,-73.893328
2015-16,19K065,K065,P.S. 065,331900010065,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",03/16/9679,Open,K798,696 JAMAICA AVENUE,BROOKLYN,NY,11208,DAYSI GARCIA,PRINCIPAL,DGarcia8@schools.nyc.gov,718-235-2223,718-235-2033,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,"STALLINGS-HARTE, JOYCE",K819,JStalli@schools.nyc.gov,"STALLINGS-HARTE, JOYCE",JStalli@schools.nyc.gov,KFSN,"FITZGERALD, BERNADETTE",BFSC Director,718-935-3954,BFitzge2@schools.nyc.gov,,,,,N,1017987,189423,40.686534,-73.878353
2015-16,19K089,K089,P.S. 089 Cypress Hills,331900010089,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",01/01/35674,Open,K814,265 WARWICK STREET,BROOKLYN,NY,11207,IRENE LEON,PRINCIPAL,ILeon@schools.nyc.gov,718-964-1180,718-964-1185,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,"STALLINGS-HARTE, JOYCE",K819,JStalli@schools.nyc.gov,"STALLINGS-HARTE, JOYCE",JStalli@schools.nyc.gov,KFSN,"FITZGERALD, BERNADETTE",BFSC Director,718-935-3954,BFitzge2@schools.nyc.gov,,,,,N,1015673,186204,40.677707,-73.886712
2015-16,19K108,K108,P.S. 108 Sal Abbracciamento,331900010108,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",01/15/1644,Open,K108,200 LINWOOD STREET,BROOKLYN,NY,11208,CONSTANCE HAHN,PRINCIPAL,CHahn3@schools.nyc.gov,718-277-7010,718-827-4137,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,"STALLINGS-HARTE, JOYCE",K819,JStalli@schools.nyc.gov,"STALLINGS-HARTE, JOYCE",JStalli@schools.nyc.gov,KFSN,"FITZGERALD, BERNADETTE",BFSC Director,718-935-3954,BFitzge2@schools.nyc.gov,,,,,N,1016327,187512,40.681295,-73.884348
2015-16,19K149,K149,P.S. 149 Danny Kaye,331900010149,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/2374,Open,K149,700 SUTTER AVENUE,BROOKLYN,NY,11207,YVETTE DONALD,PRINCIPAL,YSchoff@schools.nyc.gov,718-385-8666,718-345-8118,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,"STALLINGS-HARTE, JOYCE",K819,JStalli@schools.nyc.gov,"STALLINGS-HARTE, JOYCE",JStalli@schools.nyc.gov,KFSN,"FITZGERALD, BERNADETTE",BFSC Director,718-935-3954,BFitzge2@schools.nyc.gov,,,,,N,1013999,183161,40.669361,-73.89276
2015-16,19K158,K158,P.S. 158 Warwick,331900010158,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/3470,Open,K158,400 ASHFORD STREET,BROOKLYN,NY,11207,AUDREY WILSON,PRINCIPAL,AWilson3@schools.nyc.gov,718-277-6116,718-827-4300,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,"STALLINGS-HARTE, JOYCE",K819,JStalli@schools.nyc.gov,"STALLINGS-HARTE, JOYCE",JStalli@schools.nyc.gov,KFSN,"FITZGERALD, BERNADETTE",BFSC Director,718-935-3954,BFitzge2@schools.nyc.gov,,,,,N,1016091,184340,40.67259,-73.885214
2015-16,19K159,K159,P.S. 159 Isaac Pitkin,331900010159,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,SE","0K,01,02,03,04,05",01/01/3105,Open,K159,2781 PITKIN AVENUE,BROOKLYN,NY,11208,MONICA DUNCAN,PRINCIPAL,MDuncan@schools.nyc.gov,718-277-4828,718-827-4531,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,"STALLINGS-HARTE, JOYCE",K819,JStalli@schools.nyc.gov,"STALLINGS-HARTE, JOYCE",JStalli@schools.nyc.gov,KFSN,"FITZGERALD, BERNADETTE",BFSC Director,718-935-3954,BFitzge2@schools.nyc.gov,,,,,N,1020391,185629,40.676111,-73.869705
2015-16,19K171,K171,I.S. 171 Abraham Lincoln,331900010171,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/4566,Open,K171,528 RIDGEWOOD AVENUE,BROOKLYN,NY,11208,Indira Mota,PRINCIPAL,IMota2@schools.nyc.gov,718-647-0111,718-827-5834,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,"STALLINGS-HARTE, JOYCE",K819,JStalli@schools.nyc.gov,"STALLINGS-HARTE, JOYCE",JStalli@schools.nyc.gov,KFSN,"FITZGERALD, BERNADETTE",BFSC Director,718-935-3954,BFitzge2@schools.nyc.gov,,,,,N,1020461,189178,40.685852,-73.869434
2015-16,19K174,K174,P.S. 174 Dumont,331900010174,DOE,General Academic,K-8,"03,04,05,08,SE","PK,0K,01,02,03,04,05,06,07,08",01/01/4931,Open,K174,574 DUMONT AVENUE,BROOKLYN,NY,11207,INGRID MASON,PRINCIPAL,IMason@schools.nyc.gov,718-345-1223,718-345-8808,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,"STALLINGS-HARTE, JOYCE",K819,JStalli@schools.nyc.gov,"STALLINGS-HARTE, JOYCE",JStalli@schools.nyc.gov,KFSN,"FITZGERALD, BERNADETTE",BFSC Director,718-935-3954,BFitzge2@schools.nyc.gov,,,,,N,1012657,181733,40.665446,-73.897604
2015-16,19K190,K190,P.S. 190 Sheffield,331900010190,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05","PK,0K,01,02,03,04,05",01/01/8949,Open,K190,590 SHEFFIELD AVENUE,BROOKLYN,NY,11207,STEPHAUN HILL,PRINCIPAL,SHill3@schools.nyc.gov,718-346-8780,718-345-8765,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,"STALLINGS-HARTE, JOYCE",K819,JStalli@schools.nyc.gov,"STALLINGS-HARTE, JOYCE",JStalli@schools.nyc.gov,KFSN,"FITZGERALD, BERNADETTE",BFSC Director,718-935-3954,BFitzge2@schools.nyc.gov,,,,,N,1013415,180567,40.662243,-73.894877
2015-16,19K202,K202,P.S. 202 Ernest S. Jenkyns,331900010202,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,08,SE","PK,0K,01,02,03,04,05,06,07,08",01/01/9314,Open,K202,982 HEGEMAN AVENUE,BROOKLYN,NY,11208,Machael Spencer Edwards,PRINCIPAL,MSpence6@schools.nyc.gov,718-649-7880,718-927-2173,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,"STALLINGS-HARTE, JOYCE",K819,JStalli@schools.nyc.gov,"STALLINGS-HARTE, JOYCE",JStalli@schools.nyc.gov,KFSN,"FITZGERALD, BERNADETTE",BFSC Director,718-935-3954,BFitzge2@schools.nyc.gov,,,,,N,1018627,181876,40.665817,-73.876084
2015-16,19K213,K213,P.S. 213 New Lots,331900010213,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/14427,Open,K213,580 HEGEMAN AVENUE,BROOKLYN,NY,11207,Stanley Moise,PRINCIPAL,SMoise2@schools.nyc.gov,718-257-4034,718-272-3446,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,"STALLINGS-HARTE, JOYCE",K819,JStalli@schools.nyc.gov,"STALLINGS-HARTE, JOYCE",JStalli@schools.nyc.gov,KFSN,"FITZGERALD, BERNADETTE",BFSC Director,718-935-3954,BFitzge2@schools.nyc.gov,,,,,N,1014778,179695,40.659845,-73.889968
2015-16,19K214,K214,P.S. 214 Michael Friedsam,331900010214,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/9314,Open,K214,2944 PITKIN AVENUE,BROOKLYN,NY,11208,Sharon Mahabir,PRINCIPAL,SMahabi@schools.nyc.gov,718-647-1740,718-827-5838,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,"STALLINGS-HARTE, JOYCE",K819,JStalli@schools.nyc.gov,"STALLINGS-HARTE, JOYCE",JStalli@schools.nyc.gov,KFSN,"FITZGERALD, BERNADETTE",BFSC Director,718-935-3954,BFitzge2@schools.nyc.gov,,,,,N,1022262,185548,40.675881,-73.862961
2015-16,19K218,K218,J.H.S. 218 James P. Sinnott,331900010218,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08,09,10",01/01/23559,Open,K218,370 FOUNTAIN AVENUE,BROOKLYN,NY,11208,Lisa ann Hermann,I.A. PRINCIPAL,LHermann@schools.nyc.gov,718-647-9050,718-827-5839,19,19,K819,COMMUNITY SCHOOL DISTRICT 19,"STALLINGS-HARTE, JOYCE",K819,JStalli@schools.nyc.gov,"STALLINGS-HARTE, JOYCE",JStalli@schools.nyc.gov,KFSN,"FITZGERALD, BERNADETTE",BFSC Director,718-935-3954,BFitzge2@schools.nyc.gov,,,,,N,1019054,183408,40.67002,-73.874537
